response_id,session_id,prompt_id,tag,response,response_start,response_finish,response_box,truth,version,skip_flag
123,433b29fb-3542-4c54-b166-8eb3abe3c808,6,17,They are overrated. I think too many people have them. Plus they shouldn't be as obvious as some of the ones i've seen ,309.761,375.662,response3,FALSE,2,FALSE
127,6410a915-b23f-4f72-a203-edacc05e48e1,20,18,I caught mono and I couldn't get out of bed. It lasted for weeks and I was sleeping all of the time.,19.621,94.966,response1,TRUE,2,FALSE
128,6410a915-b23f-4f72-a203-edacc05e48e1,8,18,My favourite mobile app is the willy wonka slot machines. You can play the slots and make the uumpa loompa's dance,98.143,165.989,response2,TRUE,2,FALSE
129,6410a915-b23f-4f72-a203-edacc05e48e1,24,18,One time at the office we had a guy bring in sumo wrestler suits and Maya bounced Jack across the room,179.188,312.69,response3,FALSE,2,FALSE
133,3a67cbec-029f-4828-afce-5e7d8e381626,20,19,"When I was about 12, I got the flu one Sunday night.  Thought I was just hungry at first, so I had some pizza.  Bad idea :(  Missed Monday and Tuesday at school.",19.165,79.222,response1,TRUE,2,FALSE
134,3a67cbec-029f-4828-afce-5e7d8e381626,2,19,"On my honeymoon, I misread the departure time on our return plane ticket.  Missed our flight back from Athens to Toronto.  Had to scramble to get home via Frankfurt at great expense.",80.635,146.439,response2,TRUE,2,FALSE
135,3a67cbec-029f-4828-afce-5e7d8e381626,19,19,I was waiting on line at Starbucks and an annoying woman with her two kids cut in front of me in line.,147.624,204.401,response3,FALSE,2,FALSE
106,0d5c8e7d-d1a2-49b0-b6af-e434820b0b43,10,16,"When I was very young - about four or five, I think - I was bitten by a dog I'd been petting. I drew blood; I was scared of dogs for a while after that.",13.192,43.834,response1,TRUE,2,FALSE
107,0d5c8e7d-d1a2-49b0-b6af-e434820b0b43,17,16,"Insomnia really sucks. I tend to wake up much too early, and sleep fairly lightly during the night - it's not unusual for me to wake up a half dozen times in the night, and be awake enough for me to remember doing so.",44.862,91.963,response2,TRUE,2,FALSE
108,0d5c8e7d-d1a2-49b0-b6af-e434820b0b43,11,16,"I was disappointed with the ending of The Locksmith's Daughter. After many chapters exploring the tensions between Laura and her butler, the whole thing just seemed to be swept under the carpet in a hurried deus ex machina when her ex husband Raul turned up again.",92.932,174.243,response3,FALSE,2,FALSE
109,e098c5de-faf0-445a-8f3f-c7dc6b58ba88,3,16,"Jen decided she'd like to hang some of my art on the wall. Unfortunately, the hooks she used were too flimsy to support the frames, and they fell off, breaking a couple of things that had been stored on the shelf underneath,",5.689,61.394,response1,TRUE,2,FALSE
110,e098c5de-faf0-445a-8f3f-c7dc6b58ba88,10,16,"Jen's cat Murdoch is a jerk. He considers humans to be there to pet him, so if you so much as stir at 4am, he will wake you up, demanding pettings.",62.285,101.668,response2,TRUE,2,FALSE
111,e098c5de-faf0-445a-8f3f-c7dc6b58ba88,20,16,The last time I called in sick to work wasn't because I was actually sick - I'd really been out til very late the previous night and didn't want to deal with work while hungover.,102.628,192.797,response3,FALSE,2,FALSE
118,c10e2fc7-f748-4b2f-b948-7230ff1ffbc0,4,17,untidy spaces. I don't like the sight of disorganized things or dirty things especially when it's in areas like the bathroom or the kitchen,84.124,223.165,response1,TRUE,2,FALSE
119,c10e2fc7-f748-4b2f-b948-7230ff1ffbc0,2,17,My suitcase was overweight and I needed to move things between my luggage. I had to open my suitcase and bring out personal things in front of everyone at the airport,224.969,311.763,response2,TRUE,2,FALSE
120,c10e2fc7-f748-4b2f-b948-7230ff1ffbc0,6,17,I really like them. they look so beautiful with all the colours and images. some piercings look like little sparkles on your body,322.528,402.955,response3,FALSE,2,FALSE
124,433b29fb-3542-4c54-b166-8eb3abe3c808,22,17,My friends and I were guest performers at a large concert some years ago. it was such an amazing experience singing in front of thousands of people. The best part of performing on such a huge stage was not being able to see the faces of the people in the crowd,7.163,129.083,response1,TRUE,2,FALSE
125,433b29fb-3542-4c54-b166-8eb3abe3c808,16,17,"It was my birthday party. It was sort of a surprise, I went over to visit a friend and other people were there already. after sometime, more people came in with a cake while my friend went into the kitchen to whip up some food. They sang for me and we took pictures and hung out for a while",135.713,296.342,response2,TRUE,2,FALSE
126,433b29fb-3542-4c54-b166-8eb3abe3c808,6,17,They are overrated. I think too many people have them. Plus they shouldn't be as obvious as some of the ones i've seen ,309.761,375.662,response3,FALSE,2,FALSE
130,a31ac385-9964-4cb7-95ef-de03d68f6dc1,6,3,"I think they're great, people should feel free to do whatever body modifications they want! I have a few tattoos and want to get more.",4.856,127.048,response1,TRUE,2,FALSE
131,a31ac385-9964-4cb7-95ef-de03d68f6dc1,24,3,Yesterday a professor from Harvard came to our office and presented on some of his research and how it ties in to the business our company does.,128.425,282.291,response2,TRUE,2,FALSE
132,a31ac385-9964-4cb7-95ef-de03d68f6dc1,5,3,"I always liked Chemistry because I was interested how things worked at a fundamental level. Plus, the in-class experiments were neat.",283.194,340.196,response3,FALSE,2,FALSE
136,e9d405af-9a34-410e-9866-4119616072be,10,19,"Was I was 9 or so, I was wearing shorts and got scratched on the leg by my best friend's annoying, yappy little dog. ",3.239,97.913,response1,TRUE,2,FALSE
137,e9d405af-9a34-410e-9866-4119616072be,24,19,"At a previous job, we had one of those snack vending machines with a glass front and a chocolate bar got stuck against the glass on the way down.  We spent 20 minutes buying other things to try and knock it off.  Even took side bets on what item would do the trick.  Best day at work ever!",99.169,205.468,response2,TRUE,2,FALSE
138,e9d405af-9a34-410e-9866-4119616072be,8,19,There's an app I use when watching football that lets you enter information about an upcoming decision (kick field goal vs. go for a touchdown) and determines what the coach's decision should be based on the game score.,206.918,294.644,response3,FALSE,2,FALSE
139,c1cdb974-b16c-4e1c-be1e-6ab498ff5f62,9,9,"The Queen of England was having a hard time dealing with her Uncle who was thinking of unseating the current prime minister of england, not very democratic!",5.049,49.75,response1,TRUE,2,FALSE
140,c1cdb974-b16c-4e1c-be1e-6ab498ff5f62,13,9,"Our current next door neighbour has a big dog named Beau. He's a big, black Newfoundland-looking dog, but a little small to be a pure bred Newfie.",51.606,92.886,response2,TRUE,2,FALSE
141,c1cdb974-b16c-4e1c-be1e-6ab498ff5f62,20,9,I fell off my bike and broke my wrist in 2 places. I was in the Emergency Room for about 8hrs waiting to see the doctor.,94.428,126.667,response3,FALSE,2,FALSE
142,14baebe8-84ff-4e68-a1d9-26be7f0a54e3,16,19,My son's 5th birthday party was a blast!  We rented a bouncy castle for the backyard and my wife and I made dinosaur themed snacks.,3.21,54.778,response1,TRUE,2,FALSE
143,14baebe8-84ff-4e68-a1d9-26be7f0a54e3,24,19,"At a previous job, we ordered Lone Star during the Canada/US gold medal hockey game. Canada won (naturally) and we got to make fun of our American co-worker.",55.985,126.665,response2,TRUE,2,FALSE
144,14baebe8-84ff-4e68-a1d9-26be7f0a54e3,10,19,"My wife and I visited an elephant sanctuary while visiting Africa as part of a group tour.  One of the elephants got a little rowdy and knocked over a member of our party.  She was OK, but that was a little scary.",127.908,201.72,response3,FALSE,2,FALSE
145,3891e2b8-f83d-4021-bf85-1bcc042dfed2,7,20,"I was doing a presentation in grade 10 english class on the book the 'kite runner', only to learn later my fly was open",15.709,66.004,response1,TRUE,2,FALSE
146,3891e2b8-f83d-4021-bf85-1bcc042dfed2,18,20,"When I taught sailing, first thing we had to do every morning was get all the equipment ready. After that classes would start. At the end of the day we would need to clean up and put everything away",67.905,874.965,response2,TRUE,2,FALSE
147,3891e2b8-f83d-4021-bf85-1bcc042dfed2,2,20,"When I was travelling in Laos, we did a trek into the mountains. While out there I tripped and fell off a cliff. I had to be airlifted out by helicopter",875.968,939.21,response3,FALSE,2,FALSE
148,9865feef-8765-4908-b83a-c6d0831c9a75,3,21,My house was broken into.  The front door was kicked in.  House was ransacked.  Items were stolen and broken.  ,47.631,112,response1,TRUE,2,FALSE
149,9865feef-8765-4908-b83a-c6d0831c9a75,10,21,I was walking our dog with my son.  A big dog ran out on to the street from a neighbors yard.  The big dog grabbed our dog in its mouth and shook vigorously.  Our dog was severely injured and required surgery.,114.703,194.485,response2,TRUE,2,FALSE
150,9865feef-8765-4908-b83a-c6d0831c9a75,13,21,A neighbor who lived down the street was running a grow op in the house they were renting.  The house caught fire one night and burned to the ground,196.837,311.643,response3,FALSE,2,FALSE
151,2630e651-6a39-41cb-b7f7-485d765ab4ad,9,21,"The last tv show I watched was the CTV morning show.   I watched for about 20 minutes.  I saw the national weather, international news, the morning 'fix' and 'people to watch' segment",6.059,162.657,response1,TRUE,2,FALSE
152,2630e651-6a39-41cb-b7f7-485d765ab4ad,6,21,Regarding tattoos - I think they are a waste of money.  I think people may regret them when they are older.  I don't see them as art like many people do.  Pierced ears don't bother me.  Other piercings of other body parts I don't get.,164.169,398.521,response2,TRUE,2,FALSE
153,2630e651-6a39-41cb-b7f7-485d765ab4ad,3,21,"My house was in the path of a flood.  The river bank overflowed.  There was water flowing into the basement.  The contents of my basement and the water heater, water treatment equipment and furnace were all damaged.",400.566,500.778,response3,FALSE,2,FALSE
160,2685c338-532d-4507-8e28-97aeed0b05ff,10,22,"When I was in pre school, we went to the zoo as a field trip. There I saw this elephant and it shoot me water with his nose and it wasn't pleasant. ",144.28,312.659,response1,TRUE,2,FALSE
161,2685c338-532d-4507-8e28-97aeed0b05ff,6,22,"I can't say I like them, but I'm not totally dislike it. I don't mind for someone is go for it but I prefer smaller size of tattoos or piercings.",314.067,1489.312,response2,TRUE,2,FALSE
162,2685c338-532d-4507-8e28-97aeed0b05ff,23,22,I lived in small house that has only one bed room with 6 people. I didn't want to stay at home so I used to stay late at school to avoid hassle.,1491.429,1577.794,response3,FALSE,2,FALSE
166,ff6d6c93-fb32-4e0d-a0f2-50382c27e26e,16,7,I went to a brithday party at a friend's condo and got so wasted that I had to stay overnight as I was vomiting a lot. Good times.,4.1,96.698,response1,TRUE,2,FALSE
167,ff6d6c93-fb32-4e0d-a0f2-50382c27e26e,4,7,I hate it when people assume that others are trying to be hurtful when sometimes they are only trying to be funny.,97.809,145.27,response2,TRUE,2,FALSE
168,ff6d6c93-fb32-4e0d-a0f2-50382c27e26e,23,7,"I grew up in a house with a huge finished basement, an inground pool, and 3 bathrooms. There was some art on the walls worth well over 30,000$.",146.363,301.222,response3,FALSE,2,FALSE
169,c3fb2b08-cf57-43b2-aa46-d43a7403a7ee,18,7,"There was one day, in a past job of mine, that there was a coworker that was laid off for causing too much trouble. I was coop student at the time and I had never seen anyone get fired.",25.487,619.21,response1,TRUE,2,FALSE
170,c3fb2b08-cf57-43b2-aa46-d43a7403a7ee,14,7,I once hit my head very hard and had a hard bump on it that looked similar to a cartoon. I don't remember how it happened.,620.405,853.61,response2,TRUE,2,FALSE
171,c3fb2b08-cf57-43b2-aa46-d43a7403a7ee,10,7,I once got attacked by a dog who bit me so hard that it took a large chunk of skin off of me. It was the scariest thing that I ever experienced.,854.859,1606.543,response3,FALSE,2,FALSE
175,fd2b4f57-56fc-4793-aab2-3edf3baf8d8a,24,23,"Just yesterday, Max Bazerman was in our office and he presented at our purple couch session, speaking about ethical behavior.",11.969,141.008,response1,TRUE,2,FALSE
176,fd2b4f57-56fc-4793-aab2-3edf3baf8d8a,4,23,It really bothers me when we experience rain or freezing rain during the winter months. I much prefer having it snow.,142.983,206.087,response2,TRUE,2,FALSE
177,fd2b4f57-56fc-4793-aab2-3edf3baf8d8a,19,23,"At a recent curling bonspiel, the skip of the opposing team, refused to shake our hand before the game started. So rude.",208.409,251.895,response3,FALSE,2,FALSE
178,405ac162-8c35-4ac6-a863-10b510a12cb6,21,23,"Last week, the entire family was home for dinner and we all enjoyed a special meal, that I didn't have to prepare.",6.517,56.89,response1,TRUE,2,FALSE
179,405ac162-8c35-4ac6-a863-10b510a12cb6,2,23,"On a Rhine river cruise last year, I was super excited to see the Lorelei rock as this is the attraction for which I am named.",58.066,122.013,response2,TRUE,2,FALSE
180,405ac162-8c35-4ac6-a863-10b510a12cb6,14,23,I was taking my dog for a walk last week and a neighbors dog was lose in their front yard. The dog raced out to me and bit my ankle.,123.214,173.905,response3,FALSE,2,FALSE
187,e7aa3ba3-71e5-4522-aac9-7f334a259d37,12,24,"I was at a hotel in Toronto and my friend surprised me with Uncle Testu cheesecake, it was delicious.",29.254,53.688,response1,TRUE,2,FALSE
188,e7aa3ba3-71e5-4522-aac9-7f334a259d37,13,24,"My neighbour's name is George and he's really nice, we always talk before we catch the same bus in the morning.",63.159,82.15,response2,TRUE,2,FALSE
189,e7aa3ba3-71e5-4522-aac9-7f334a259d37,3,24,I got home and someone had broke my tv. It seems like someone had maybe broken in as I was leaving my house.,83.165,99.665,response3,FALSE,2,FALSE
190,9f43d8f8-f9a4-4e79-9921-c5b8c9cf6ad9,10,22,I met this white small dog when I was young. I was trying to play with him but it was keep barking at me and trying to bite me.,4922.66,4989.678,response1,TRUE,2,FALSE
154,8217733b-881f-4d25-9d57-6ef46739071d,18,6,"I was in my cubicle at my first ""real"" job, a week or two in.Background chatter from the cubicle in the other aisle.  Then, an éclat of loud, exuberant, contagious laughter...I didn't know it then, but that was my future husband!",269.379,562.67,response1,TRUE,2,FALSE
155,8217733b-881f-4d25-9d57-6ef46739071d,20,6,"Went on vacation to the Carribbean with friends who grew up going there.  Went to her favorite dive for lunch, then off to the beach.  Six of us had the bbq ribs, one had the chicken.I had hte ribs.  I got sick about 4 hours before everybody else.By evening, the one person who had the chicken was playing nursemaid to the rest of us!  OPnly vacation I ever lost weight on!",563.634,707.27,response2,TRUE,2,FALSE
156,8217733b-881f-4d25-9d57-6ef46739071d,23,6,I lived in a tiny house on the edge of Philadelphia.  The back room had a spiral staircase going to the floor above.  I loved that staircase!,708.452,784.857,response3,FALSE,2,FALSE
157,77d4005c-5c80-4e96-a423-50540b00b0a0,12,25,"For my birthday, a good friend of mine bought me a silver necklace with the 'tree of life' charm on it.",35.457,99.246,response1,TRUE,2,FALSE
158,77d4005c-5c80-4e96-a423-50540b00b0a0,17,25,I tend to interrupt people when I get excited or feel that I have something valuable to add to a conversation.,103.648,143.099,response2,TRUE,2,FALSE
159,77d4005c-5c80-4e96-a423-50540b00b0a0,9,25,The last tv show that I watched followed herd of water buffalo roaming the plains of the African savanah.,146.02,236.306,response3,FALSE,2,FALSE
163,5968adff-5d13-4b72-aa16-767349c1770b,20,7,When I was a kid I had a really bad gastro where I would puke out anything that I ate for almost 2 days.,6701.335,6795.644,response1,TRUE,2,FALSE
164,5968adff-5d13-4b72-aa16-767349c1770b,18,7,"I once had a day where I came into work, wrote some code, everything was fine and was pretty normal, then I went home.",6797.049,7178.407,response2,TRUE,2,FALSE
165,5968adff-5d13-4b72-aa16-767349c1770b,2,7,There was a passenger on the plane that got so angry at me for taking so long to put away my bag in the top compartment of the plane that he punched me.,7179.428,7411.031,response3,FALSE,2,FALSE
181,c6a6713d-3b99-4b5c-9b5d-0e926be84b44,13,23,I once had neighbors who were both school teachers and they had two boys who were very close friends with my son.,3.082,45.369,response1,TRUE,2,FALSE
182,c6a6713d-3b99-4b5c-9b5d-0e926be84b44,16,23,A few years back we had a special birthday celebration for my Mother. It was super nice as we had the whole family join the party.,132.296,195.179,response2,TRUE,2,FALSE
183,c6a6713d-3b99-4b5c-9b5d-0e926be84b44,20,23,I was sick with pneumonia three years ago and had to miss work for an extended period of time and had to go to the hospital for treatment.,199.448,246.339,response3,FALSE,2,FALSE
184,db06ef77-6b3e-409e-a9fa-cd132da8302d,13,14,The neighbours in my old neighbourhood were incredibly kind and accepting people.  Welcomed me into the neighbourhood when I was just a kid.,11.833,55.638,response1,TRUE,2,FALSE
185,db06ef77-6b3e-409e-a9fa-cd132da8302d,15,14,"Typically I get up and shower, brush and floss my teeth, then head downstairs to collect my daughter and take her to school.  This is the days that I am at home.",57.532,103.319,response2,TRUE,2,FALSE
186,db06ef77-6b3e-409e-a9fa-cd132da8302d,10,14,"There was this one time where I tried to have my dog follow me home with a leash on, but the leash snapped and I had to chase him down the road a very lengthy ways before I was able to get the leash tied back onto him and continue the walk.",105.273,178.787,response3,FALSE,2,FALSE
193,5c643722-f0bd-451c-a837-176b373ae184,9,26,"i don't watch too much TV, but most recently I was watching an old simpsons episode, and it was the one where Krusty the Klown meets his estranged father",6.415,36.967,response1,TRUE,2,FALSE
194,5c643722-f0bd-451c-a837-176b373ae184,6,26,"not the biggest fan of either - I don't have strong opinions either way though. Some people look pretty awesome with them, others not so much.",38.435,62.14,response2,TRUE,2,FALSE
195,5c643722-f0bd-451c-a837-176b373ae184,23,26,"i once lived in a house that was made of pink marble. every surface inside the house (other than the floors) was black, but the outside was all pink. ",63.254,96.544,response3,FALSE,2,FALSE
191,9f43d8f8-f9a4-4e79-9921-c5b8c9cf6ad9,23,22,I have lived once in a big nice apartment that has three bed rooms and two and half bathrooms with my 2 friends during my sophomore year when I was in college.,4990.526,5058.281,response2,TRUE,2,FALSE
192,9f43d8f8-f9a4-4e79-9921-c5b8c9cf6ad9,22,22,"I've attend a concert that held in Ottawa City Hall last week with my girl friends. In there, I surprisingly met one of my colleague, so me, my girl friend, my colleague and his wife had a nice dinner after concert.",5063.685,5418.835,response3,FALSE,2,FALSE
196,8b5b1a58-abf1-4273-b733-80a0c9490676,24,27,I really enjoyed going to the pub with the Slice team after work on Friday. It was alot of fun! Good drinks and discussion.,52.981,120.65,response1,TRUE,2,FALSE
197,8b5b1a58-abf1-4273-b733-80a0c9490676,17,27,I tend to be quite perfectionistic and I work constantly to get around that and share my thoughts earlier with colleagues!,123.16,169.307,response2,TRUE,2,FALSE
198,8b5b1a58-abf1-4273-b733-80a0c9490676,23,27,We had a nice home in Toronto before we moved to Ottawa. It was a semi-detached housed in a good neighborhood but it had no parking!,171.478,218.425,response3,FALSE,2,FALSE
199,3c8100b5-63f6-46a5-ad1c-5f1dc534653c,6,6,"I'm not wild about them.  Apart from all the other reasons, tattoos are invasive, and, whay if you don't love that thing you loved when you had it tattooed?  I mean, is your favorite movie from 10 years ago still your favorite movie?",3.258,143.434,response1,TRUE,2,FALSE
200,3c8100b5-63f6-46a5-ad1c-5f1dc534653c,19,6,"A driver swerved in front of me on the highway.  I could tell she hadn't seen me, so I honked to warn her that I was  in fact, in the lane she was moving into.  In spite of the fact that I had to aswerve and slam on my brakes to avoid her, she flipped me off.",224.415,544.165,response2,TRUE,2,FALSE
201,3c8100b5-63f6-46a5-ad1c-5f1dc534653c,10,6,"I was riding my bike in Central Park.  It was one of those Sundays in the summer when they close the park. A Jack Russell terrier, or maybe it was a pit bull, broke from his leash and ran right in front of me.  I had to swerve off the path, and when I hit the grass, I fell.  The dog then stopped, and came back towards me.  (It's owner was calling it.)  On its way back to the owner, it got distracted by a pigeon - one with only one leg.  The dog grabbed the pigeon and killed it!",546.08,793.957,response3,FALSE,2,FALSE
202,705c825d-72e9-4b32-bf4c-c5a834a5bbb4,2,6,"My flight to Phoenix got cancelled, and I wound up having to take a much later flight.  Even though I had reserved a hotel room with an Amex card, by the time I showed up, (around midnight), they had given away my room!  they offered to get me a room at another hotel, but they cared not at all about hte fact that I now had even MORE delay until I could simply get into bed ad go to sleep!",119.554,338.749,response1,TRUE,2,FALSE
203,705c825d-72e9-4b32-bf4c-c5a834a5bbb4,22,6,"Does a Broadway play count?  I saw a reprise of The Apple Tree in NY.  Our friend was the composer.  I knew every word to every song, and it was so hard to stifle not singing along at the top of my lungs...",345.388,442.141,response2,TRUE,2,FALSE
204,705c825d-72e9-4b32-bf4c-c5a834a5bbb4,9,6,"Phoebe and Monica went upstate to a farm where you can cut down your own Christmas trees.  They took the hayride, and it broke down.  Then a blizzard began, and they got stranded.
Ross and Chandler tried to rescue them, but they couldn't get to the farm because of the blizzard.",443.557,573.687,response3,FALSE,2,FALSE
205,17ddbab2-6d04-405b-afdb-37b992102569,3,6,"There was a freak snowstorm on October 30.  The leaves were still on the trees, and it was a very heavy, wet snow.  13""!
Many, many trees were toppled, or their branches broke with the weight.  Thankfully nothing happened to our house but our shed was destroyed, a small marble table, and a few boards in our deck.",2.426,199.709,response1,TRUE,2,FALSE
207,17ddbab2-6d04-405b-afdb-37b992102569,9,6,"I watched the latest Jeopardy.  The winning contestant was a very obnoxious player who was rude to the other contestants, and to make it even worst, thought she was funny, cracking really terrible, mean-spirited jokes.",238.024,323.797,response3,FALSE,2,FALSE
208,4292aa70-0744-4bfa-8826-6e8e97949881,20,23,"A month or so ago, I had a flu start late in the afternoon on a work day. Body aches, chills, fever all set in rapidly. It was all over and done with 48 hours later.",3.326,80.957,response1,TRUE,2,FALSE
209,4292aa70-0744-4bfa-8826-6e8e97949881,3,23,"Two weeks ago, on a day when we had very strong winds, I left the office to find a note tucked under a windshield wiper on my vehicle. Someone had opened their car door, the wind caught it and it slammed into my passenger door, leaving a small dent.",82.48,189.919,response2,TRUE,2,FALSE
210,4292aa70-0744-4bfa-8826-6e8e97949881,16,23,I recently attended a birthday party for a long time friend who was turning 50. It was a surprise party and I had helped with keeping my friend away from home while party set-up was underway.,191.335,279.059,response3,FALSE,2,FALSE
211,f74730dc-a85c-46a9-b780-652ada5f30f7,1,23,"On a return flight from Zurich, with the flight over booked, I was offered an upgrade to business class and enjoyed all the perks.",3.376,66.02,response1,TRUE,2,FALSE
212,f74730dc-a85c-46a9-b780-652ada5f30f7,5,23,"I always enjoyed phys ed as it provided an opportunity to be active, learn new sports, play team activities and not be being a desk.",67.101,143.035,response2,TRUE,2,FALSE
213,f74730dc-a85c-46a9-b780-652ada5f30f7,18,23,My patient arrived late for her medical appointment and I was forced to ask her to reschedule which was challenging for her as she had travelled quite a distance to the office.,144.236,254.239,response3,FALSE,2,FALSE
214,80c296fa-9871-4417-8825-af27ab08efa7,9,26,i can't really remember the last show I watched. I think an old Simpsons? Or maybe one episode of Ru Paul drag race UK. It's the first season there and it wasn't very good,110.833,157.147,response1,TRUE,2,FALSE
215,80c296fa-9871-4417-8825-af27ab08efa7,15,26,"I get up around 6:30am usually, get the dog outside and get her something to eat. Then I make coffee and my own breakfast and try to read a bit if I can fit it in.",158.066,204.036,response2,TRUE,2,FALSE
216,80c296fa-9871-4417-8825-af27ab08efa7,12,26,My best friend Nathan sent me a model train set for a birthday one year. It was a 1/32 scale model and it really spouted steam out the top. ,205.203,241.238,response3,FALSE,2,FALSE
217,31d48ac4-1e60-40a7-bf9f-a091d2d11042,1,28,Plane depart on time and arrived early. The customs didn't ask so much questions and checked my luggages.,52.146,299.935,response1,TRUE,2,FALSE
218,31d48ac4-1e60-40a7-bf9f-a091d2d11042,19,28,I can not remember when somebody rude to me.  I feel everybody is very nice since I came to Ottawa. ,304.606,550.831,response2,TRUE,2,FALSE
219,31d48ac4-1e60-40a7-bf9f-a091d2d11042,13,28,They are very rude and always talk to me when I walked pass. They always have party and drunk . It made the whole area very noisy.,553.844,749.827,response3,FALSE,2,FALSE
220,0e20a12b-faed-4a15-a102-01a39fd1d546,4,23,It really bothers me when I suffer from insomnia and get very little sleep over a number of nights. It leaves me feeling very tired.,4.161,116.475,response1,TRUE,2,FALSE
221,0e20a12b-faed-4a15-a102-01a39fd1d546,2,23,One time while travelling and staying in Banff for a week I developed a toothache and had to search out a dentist.,117.87,173.583,response2,TRUE,2,FALSE
222,0e20a12b-faed-4a15-a102-01a39fd1d546,21,23,"Last week, I had dinner with my sister and her friends. We went out to a restaurant and were surprised when an adjoining table asked us to speak more quietly!",174.809,246.837,response3,FALSE,2,FALSE
223,9e6bb8af-abe1-45fe-a4d4-67d03548b07e,4,29,"I hate it when people chew too loudly, especially if I'm not eating at the same time as them. The sound is grating.",15.045,46.561,response1,TRUE,2,FALSE
224,9e6bb8af-abe1-45fe-a4d4-67d03548b07e,8,29,My favourite app is Animal Crossing Pocket Camp. I can't wait for the new AC game to come out for switch so for now I play the mobile game.,48.541,86.035,response2,TRUE,2,FALSE
225,9e6bb8af-abe1-45fe-a4d4-67d03548b07e,6,29,I think tattoos look trashy especially if they're really large and visible. Same goes for piercings. More than a few is just super unprofessional.,86.908,125.041,response3,FALSE,2,FALSE
226,914f9a84-07fe-454b-b0f6-b9c5d89a18ae,9,30,Rory decided to go on a date with a guy from college who had asked her out and Lorelai had Luke over to watch movies.,3.833,39.272,response1,TRUE,2,FALSE
227,914f9a84-07fe-454b-b0f6-b9c5d89a18ae,23,30,I lived in a house that had a little cupboard under the stairs that I tried to convince my parents to let me sleep in and turn into my room. I played in it for about a week before they filled it with christmas decorations and other junk.,40.777,94.901,response2,TRUE,2,FALSE
228,914f9a84-07fe-454b-b0f6-b9c5d89a18ae,8,30,My favourite mobile app is facetune. I can make little changes to my pictures really easily and the features are great. ,95.775,134.806,response3,FALSE,2,FALSE
229,ebb33dee-ba5b-42cf-a60b-41e85674edd3,20,31,The last time I was sick I had a huge headache and stomach issues.   I ended up having to take a nap in the middle of the day which is something I never do.,11.793,49.48,response1,TRUE,2,FALSE
230,ebb33dee-ba5b-42cf-a60b-41e85674edd3,22,31,This past summer I went to Bluesfest.  It was a birthday present from my wife.  We went to see the Offspring which is a band that I've always wanted to see.  They are definitely older (aren't we all) but it was great to see them.,50.796,99.553,response2,TRUE,2,FALSE
231,ebb33dee-ba5b-42cf-a60b-41e85674edd3,1,31,"The last time I was in mexico I got to swim with the dolphins.  It was amazing to share the experience with my wife, daughter and son.",101.252,137.49,response3,FALSE,2,FALSE
232,58d84ba3-1d0d-4ad2-9ba8-e4372ade6979,3,32,"I was traveling back from Europe when one of my suitcases was completely destroyed. We went at the airline desk, where they processed our claim. They offered us either to pay for the suitcase or to fix it, we chose the second option. ",24.467,251.743,response1,TRUE,2,FALSE
233,58d84ba3-1d0d-4ad2-9ba8-e4372ade6979,5,32,"My favorite subject at school was Math, because it was effortless. I was always good at it and every challenge was welcome. ",254.693,350.255,response2,TRUE,2,FALSE
234,58d84ba3-1d0d-4ad2-9ba8-e4372ade6979,14,32,During a night out with my girlfriend I was slapped by a strange. That unfamiliar for any of us girl approached me and just slapped me in the face. i don't know the reason and she left before explaining it. ,352.121,472.627,response3,FALSE,2,FALSE
235,091ae4e3-bcd5-435e-bb20-376bb2bc2fca,21,12,"we hosted thanksgiving at our house.  my wife cooked the turkey, mashed potatoes specifically for my father do to lack of teeth.  all the fixings and everyone enjoyed it
",495.984,561.573,response1,TRUE,2,FALSE
236,091ae4e3-bcd5-435e-bb20-376bb2bc2fca,10,12,"when i was say 10 yrs old, we had adopted a stray dog.  one day, he got in to the garbage and grabbed a chicken bone.  when i tried to take it away he bit me on my upper lip",563.223,619.101,response2,TRUE,2,FALSE
237,091ae4e3-bcd5-435e-bb20-376bb2bc2fca,2,12,"we took a family trip to a caribbean island.  my daughter and i were swimming in the ocean, when along came a shark.  i grabbed my daughter and we ran on to the beach to safety",620.62,678.636,response3,FALSE,2,FALSE
238,d7fee1eb-affa-4dc2-a8ce-cb05bd312be7,2,12,"while on a family vacation on a caribbean island, i was changing my bathing suit for one that dries faster.  while lifting my leg, my foot got caught on the side of my bathing suit.  i tried to jump up to keep my balance and when i did, i landed on the side of my foot, breaking a bone",3.781,97.742,response1,TRUE,2,FALSE
239,d7fee1eb-affa-4dc2-a8ce-cb05bd312be7,5,12,"i always liked math in school.  i am a bit of a problem solver, so perhaps that is why, or perhaps because i did well in that subject, not sure.",99.234,149.799,response2,TRUE,2,FALSE
240,d7fee1eb-affa-4dc2-a8ce-cb05bd312be7,18,12,"when i was in high school, i worked at KFC.  one night, while i was preparing the chicken, i took it out of the deep fryer and placed it on a tray to be placed in the warmer.  after doing so, i carried the try over to the warmer, but due to the greasy floor, i slipped and the try flew out of my hands.  all of the chicken landed on the floor.  i quickly picked all of the pieces up and threw them out, and cooked a new batch",151.584,299.046,response3,FALSE,2,FALSE
